Sentence #	Word	Tag
Sentence: 14	milwaukee	B-LOCATION
Sentence: 15	twa	B-CODE
Sentence: 15	'nın	O
Sentence: 15	işletme	O
Sentence: 15	sınıfı	O
Sentence: 15	içinde	O
Sentence: 15	kaç	O
Sentence: 15	uçuşu	O
Sentence: 15	var	O
Sentence: 16	Bana	O
Sentence: 16	birinci	O
Sentence: 16	sınıf	O
Sentence: 16	dallas	B-LOCATION
Sentence: 16	den	O
Sentence: 16	baltimoreya	B-LOCATION
Sentence: 16	uçuşları	O
Sentence: 16	göster	O
Sentence: 17	philadelphia	B-LOCATION
Sentence: 17	'ye	O
Sentence: 17	en	O
Sentence: 17	ucuz	O
Sentence: 17	tek	O
Sentence: 17	yönlü	O
Sentence: 17	tarifeyi	O
Sentence: 17	bulmak	O
Sentence: 17	isterim	O
Sentence: 18	kaç	O
Sentence: 18	tane	O
Sentence: 18	rezervasyon	O
Sentence: 18	sınıfı	O
Sentence: 18	var	O
Sentence: 19	on	B-DATE
Sentence: 19	dokuzuncu	I-DATE
Sentence: 19	çarşamba	B-DATE
Sentence: 19	günü	O
Sentence: 19	san	B-LOCATION
Sentence: 19	jose	O
Sentence: 19	'ye	O
Sentence: 19	olan	O
Sentence: 19	uçuşlar	O
Sentence: 19	neler	O
Sentence: 20	hangi	O
Sentence: 20	uçuşlar	O
Sentence: 20	7	B-TIME
Sentence: 20	temmuz	B-DATE
Sentence: 20	sonra	O
Sentence: 20	beşinci	B-DATE
Sentence: 20	sırada	O
Sentence: 20	ayrılır	O
Sentence: 20	ve	O
Sentence: 20	san	B-LOCATION
Sentence: 20	francisco	O
Sentence: 20	'ya	O
Sentence: 20	ulaşır	O
Sentence: 21	Lütfen	O
Sentence: 21	general	B-ORGANIZATION
Sentence: 21	mitchell	I-ORGANIZATION
Sentence: 21	uluslararasından	O
Sentence: 21	gelen	O
Sentence: 21	ve	O
Sentence: 21	giden	O
Sentence: 21	tüm	O
Sentence: 21	uçuşları	O
Sentence: 21	listele	O
Sentence: 22	hangi	O
Sentence: 22	saat	O
Sentence: 22	diliminde	O
Sentence: 22	denver	B-LOCATION
Sentence: 23	Boston	B-LOCATION
Sentence: 23	ve	O
Sentence: 23	Baltimore’da	B-LOCATION
Sentence: 23	kara	O
Sentence: 23	taşımacılığı	O
Sentence: 23	göster	O
Sentence: 23	.	O
Sentence: 24	baltimore	B-LOCATION
Sentence: 24	gelen	O
Sentence: 24	boston	B-LOCATION
Sentence: 24	bir	O
Sentence: 24	yemek	O
Sentence: 24	sunan	O
Sentence: 24	ilk	O
Sentence: 24	uçuş	O
Sentence: 24	bulmak	O
Sentence: 24	istiyorum	O
Sentence: 25	salt	B-LOCATION
Sentence: 25	lake	I-LOCATION
Sentence: 25	city	O
Sentence: 25	'ye	O
Sentence: 26	Bana	O
Sentence: 26	ekonomik	O
Sentence: 26	ücretlerle	O
Sentence: 26	baltimore	B-LOCATION
Sentence: 26	'a	O
Sentence: 26	uçuşları	O
Sentence: 26	gösterebilir	O
Sentence: 26	misin	O
Sentence: 27	phoenix	B-LOCATION
Sentence: 27	'ten	O
Sentence: 27	hangi	O
Sentence: 27	uçuşlar	O
Sentence: 27	kalkıyor	O
Sentence: 28	denver	B-LOCATION
Sentence: 28	pittsburgh	B-LOCATION
Sentence: 28	uçak	O
Sentence: 28	bileti	O
Sentence: 29	miami	B-LOCATION
Sentence: 29	'den	O
Sentence: 29	ayrılan	O
Sentence: 29	uçuşları	O
Sentence: 29	bize	O
Sentence: 29	öğleden	B-TIME
Sentence: 29	sonra	O
Sentence: 29	ayrılan	O
Sentence: 29	havayolundan	O
Sentence: 29	cleveland	B-LOCATION
Sentence: 29	'a	O
Sentence: 29	göster	O
Sentence: 30	Lütfen	O
Sentence: 30	bana	O
Sentence: 30	Dallas	B-LOCATION
Sentence: 30	ve	O
Sentence: 30	Baltimore	B-LOCATION
Sentence: 30	arasındaki	O
Sentence: 30	tüm	O
Sentence: 30	uçuşların	O
Sentence: 30	bir	O
Sentence: 30	listesini	O
Sentence: 30	ve	O
Sentence: 30	maliyetlerini	O
Sentence: 30	bildirin	O
Sentence: 30	.	O
Sentence: 31	ücret	O
Sentence: 31	kodu	O
Sentence: 31	y	O
Sentence: 31	ne	O
Sentence: 31	anlama	O
Sentence: 31	geliyor	O
Sentence: 32	phoenix	B-LOCATION
Sentence: 32	'te	O
Sentence: 32	kara	O
Sentence: 32	taşımacılığı	O
Sentence: 33	tamam	O
Sentence: 33	bir	O
Sentence: 33	uçuşun	O
Sentence: 33	united	B-ORGANIZATION
Sentence: 33	havayolu	I-ORGANIZATION
Sentence: 33	şirketi	O
Sentence: 33	tarafından	O
Sentence: 33	San	B-LOCATION
Sentence: 33	Francisco	O
Sentence: 33	'ya	O
Sentence: 33	uçuşu	O
Sentence: 33	hangi	O
Sentence: 33	uçağa	O
Sentence: 33	bıraktığını	O
Sentence: 33	söyleyebilir	O
Sentence: 33	misin	O
Sentence: 34	sonraki	O
Sentence: 34	çarşamba	B-DATE
Sentence: 34	öğlen	B-TIME
Sentence: 34	sonra	O
Sentence: 34	ayrılan	O
Sentence: 34	denver	B-LOCATION
Sentence: 34	san	B-LOCATION
Sentence: 34	francisco	O
Sentence: 34	'ye	O
Sentence: 34	olan	O
Sentence: 34	tüm	O
Sentence: 34	uçuşları	O
Sentence: 34	göster	O
Sentence: 35	San	B-LOCATION
Sentence: 35	Francisco	O
Sentence: 35	'ya	O
Sentence: 35	giden	O
Sentence: 35	bir	O
Sentence: 35	uçuş	O
Sentence: 35	var	O
Sentence: 35	mı	O
Sentence: 35	?	O
Sentence: 36	amerikan	B-ORGANIZATION
Sentence: 36	havayolları	I-ORGANIZATION
Sentence: 36	için	O
Sentence: 36	atlanta	B-LOCATION
Sentence: 36	kalkış	O
Sentence: 36	ve	O
Sentence: 36	varışlarını	O
Sentence: 36	göster	O
Sentence: 37	aynı	O
Sentence: 37	gün	O
Sentence: 37	içinde	O
Sentence: 37	atlanta	B-LOCATION
Sentence: 37	'ya	O
Sentence: 37	en	O
Sentence: 37	erken	O
Sentence: 37	uçuşu	O
Sentence: 37	buldum	O
Sentence: 37	ve	O
Sentence: 37	boston	B-LOCATION
Sentence: 37	'a	O
Sentence: 37	son	O
Sentence: 37	dönüşü	O
Sentence: 37	bul	O
Sentence: 38	Çarşamba	B-DATE
Sentence: 38	veya	O
Sentence: 38	perşembe	B-DATE
Sentence: 38	sabahları	O
Sentence: 38	orlando	B-LOCATION
Sentence: 38	'ya	O
Sentence: 38	uçmak	O
Sentence: 38	istiyorum	O
Sentence: 39	Her	O
Sentence: 39	iki	O
Sentence: 39	sırada	O
Sentence: 39	da	O
Sentence: 39	pittsburgh	B-LOCATION
Sentence: 39	ve	B-LOCATION
Sentence: 39	atlanta	B-LOCATION
Sentence: 39	giden	O
Sentence: 39	denver	B-LOCATION
Sentence: 39	kökenli	O
Sentence: 39	bir	O
Sentence: 39	uçuş	O
Sentence: 39	istiyorum	O
Sentence: 40	Bana	O
Sentence: 40	dallas	B-LOCATION
Sentence: 40	-	O
Sentence: 40	atlanta	B-LOCATION
Sentence: 40	uçuşlarını	O
Sentence: 40	göster	O
Sentence: 41	denver	B-LOCATION
Sentence: 41	şehrinden	O
Sentence: 41	san	B-LOCATION
Sentence: 41	francisco	I-LOCATION
Sentence: 41	şehrine	O
Sentence: 41	uçuşlar	O
Sentence: 42	denver	B-LOCATION
Sentence: 42	'a	O
Sentence: 42	uçmanın	O
Sentence: 42	maliyeti	O
Sentence: 42	nedir	O
Sentence: 43	bana	O
Sentence: 43	san	B-LOCATION
Sentence: 43	jose	O
Sentence: 43	'den	O
Sentence: 43	atıştırmalık	O
Sentence: 43	servis	O
Sentence: 43	yapan	O
Sentence: 43	pittsburgh	B-LOCATION
Sentence: 43	'a	O
Sentence: 43	ilk	O
Sentence: 43	uçuşu	O
Sentence: 43	göster	O
Sentence: 44	Bana	O
Sentence: 44	atlanta	B-LOCATION
Sentence: 44	'ya	O
Sentence: 44	gidiş	O
Sentence: 44	dönüş	O
Sentence: 44	yolculuk	O
Sentence: 44	eder	O
Sentence: 44	misin	O
Sentence: 44	?	O
Sentence: 45	Boston’dan	B-LOCATION
Sentence: 45	645’de	B-TIME
Sentence: 45	çıkıp	O
Sentence: 45	Washington’a	B-LOCATION
Sentence: 45	gidiyorum	O
Sentence: 45	.	O
Sentence: 46	atlanta	B-LOCATION
Sentence: 46	'nın	O
Sentence: 46	havaalanına	O
Sentence: 46	bütün	O
Sentence: 46	uçuşlar	O
Sentence: 46	nedir	O
Sentence: 47	Bana	O
Sentence: 47	cuma	B-DATE
Sentence: 47	günü	O
Sentence: 47	atlanta	B-LOCATION
Sentence: 47	den	B-LOCATION
Sentence: 47	denver	I-LOCATION
Sentence: 47	uçuşları	O
Sentence: 47	göster	O
Sentence: 48	qx	O
Sentence: 48	kodunun	O
Sentence: 48	anlamı	O
Sentence: 48	ne	O
Sentence: 49	twington	O
Sentence: 49	uçuş	O
Sentence: 49	-	O
Sentence: 49	philadelphia	B-LOCATION
Sentence: 49	arası	O
Sentence: 49	bilgi	O
Sentence: 49	istiyorum	O
Sentence: 50	Hangi	O
Sentence: 50	havayolları	O
Sentence: 50	washington	B-LOCATION
Sentence: 50	dc	B-LOCATION
Sentence: 50	'ye	O
Sentence: 50	uçar	O
Sentence: 50	ancak	O
Sentence: 50	başka	O
Sentence: 50	bir	O
Sentence: 50	şehirde	O
Sentence: 50	mola	O
Sentence: 50	verir	O
Sentence: 51	Oakland	B-LOCATION
Sentence: 51	'da	O
Sentence: 51	kara	O
Sentence: 51	taşımacılığı	O
Sentence: 52	san	B-LOCATION
Sentence: 52	francisco	I-LOCATION
Sentence: 52	-	O
Sentence: 52	denver	B-LOCATION
Sentence: 52	uçak	O
Sentence: 52	bileti	O
Sentence: 53	bir	O
Sentence: 53	pazartesi	B-DATE
Sentence: 53	san	B-LOCATION
Sentence: 53	francisco	I-LOCATION
Sentence: 53	ile	O
Sentence: 53	pittsburgh	B-LOCATION
Sentence: 53	arasındaki	O
Sentence: 53	tüm	O
Sentence: 53	uçuşları	O
Sentence: 53	göster	O
Sentence: 54	Boston	B-LOCATION
Sentence: 54	'dan	O
Sentence: 54	ayrılmaya	O
Sentence: 54	son	O
Sentence: 54	uçuş	O
Sentence: 54	nedir	O
Sentence: 54	?	O
Sentence: 55	tamam	O
Sentence: 55	dallas	B-LOCATION
Sentence: 55	'a	O
Sentence: 55	uçuşta	O
Sentence: 55	kullanılan	O
Sentence: 55	uçak	O
Sentence: 55	tipini	O
Sentence: 55	bilmek	O
Sentence: 55	istiyorum	O
Sentence: 55	lütfen	O
Sentence: 56	lütfen	O
Sentence: 56	bana	O
Sentence: 56	yirmi	B-DATE
Sentence: 56	sekizinci	O
Sentence: 56	saatte	O
Sentence: 56	Las	B-LOCATION
Sentence: 56	Vegas	O
Sentence: 56	'tan	O
Sentence: 56	Detroit	B-LOCATION
Sentence: 56	'e	O
Sentence: 56	uçuşları	O
Sentence: 56	göster	O
Sentence: 57	hangi	O
Sentence: 57	havayollarının	O
Sentence: 57	st.	B-LOCATION
Sentence: 57	petersburg	O
Sentence: 57	'dan	O
Sentence: 57	milwaukee	B-LOCATION
Sentence: 57	'ye	O
Sentence: 57	ve	O
Sentence: 57	milwaukee	B-LOCATION
Sentence: 57	'den	I-LOCATION
Sentence: 58	Boston	B-LOCATION
Sentence: 58	'da	O
Sentence: 58	başlayıp	O
Sentence: 58	dallas	B-LOCATION
Sentence: 58	fort	I-LOCATION
Sentence: 58	worthsine	O
Sentence: 58	inen	O
Sentence: 58	bir	O
Sentence: 58	uçağa	O
Sentence: 58	binmek	O
Sentence: 58	istiyorum	O
Sentence: 58	ama	O
Sentence: 58	Philadelphia	B-LOCATION
Sentence: 58	'ya	O
Sentence: 58	gitmek	O
Sentence: 58	istiyorum	O
Sentence: 58	.	O
Sentence: 59	bana	O
Sentence: 59	yarın	O
Sentence: 59	en	O
Sentence: 59	erken	O
Sentence: 59	uçuşunu	O
Sentence: 59	bana	O
Sentence: 59	st.	B-LOCATION
Sentence: 59	Petersburg	I-LOCATION
Sentence: 59	-	O
Sentence: 59	Milwaukee	B-LOCATION
Sentence: 60	Amerikan	B-ORGANIZATION
Sentence: 60	havayolları	I-ORGANIZATION
Sentence: 61	öğle	B-TIME
Sentence: 61	saatlerinde	O
Sentence: 61	hangi	O
Sentence: 61	uçuşların	O
Sentence: 61	mevcut	O
Sentence: 61	olduğu	O
Sentence: 61	öğle	B-TIME
Sentence: 61	saatlerinde	O
Sentence: 61	hangi	O
Sentence: 61	uçuşların	O
Sentence: 61	uygun	O
Sentence: 61	olduğu	O
Sentence: 62	Boston	B-LOCATION
Sentence: 62	'a	O
Sentence: 62	dönüş	O
Sentence: 62	uçuşuna	O
Sentence: 62	ihtiyacım	O
Sentence: 62	var	O
Sentence: 63	denver	B-LOCATION
Sentence: 63	durağı	O
Sentence: 63	olan	O
Sentence: 63	northwest	B-ORGANIZATION
Sentence: 63	uçuşları	O
Sentence: 64	baltimore	B-LOCATION
Sentence: 64	den	O
Sentence: 64	dallas	B-LOCATION
Sentence: 64	'a	O
Sentence: 64	birinci	O
Sentence: 64	sınıf	O
Sentence: 64	bilet	O
Sentence: 64	ücreti	O
Sentence: 64	nedir	O
Sentence: 65	Bana	O
Sentence: 65	San	B-LOCATION
Sentence: 65	Diego	O
Sentence: 65	'ya	O
Sentence: 65	uçan	O
Sentence: 65	havayollarını	O
Sentence: 65	söyler	O
Sentence: 65	misiniz	O
Sentence: 66	haziran	B-DATE
Sentence: 66	otuzuncu	B-DATE
Sentence: 66	günü	O
Sentence: 66	yapılan	O
Sentence: 66	en	O
Sentence: 66	erken	O
Sentence: 66	uçuş	O
Sentence: 66	nedir	O
Sentence: 67	Bana	O
Sentence: 67	Houston	B-LOCATION
Sentence: 67	'a	O
Sentence: 67	aktarmasız	O
Sentence: 67	uçuşları	O
Sentence: 67	göster	O
Sentence: 68	bana	O
Sentence: 68	baltimore	B-LOCATION
Sentence: 68	'a	O
Sentence: 68	ekonomi	O
Sentence: 68	ücretlerini	O
Sentence: 68	göster	O
Sentence: 69	pittsburgh	B-LOCATION
Sentence: 69	'a	O
Sentence: 69	kadar	O
Sentence: 69	yirminci	B-DATE
Sentence: 69	continental	B-ORGANIZATION
Sentence: 69	havayollarında	O
Sentence: 69	uçuş	O
Sentence: 69	yapmak	O
Sentence: 69	istiyorum	O
Sentence: 70	çarşamba	B-DATE
Sentence: 70	günü	O
Sentence: 70	washington	B-LOCATION
Sentence: 70	dc	B-LOCATION
Sentence: 70	nonstop	O
Sentence: 70	'a	O
Sentence: 70	uçmanız	O
Sentence: 70	var	O
Sentence: 70	mı	O
Sentence: 71	ewr	B-CODE
Sentence: 71	nedir	O
Sentence: 72	San	B-LOCATION
Sentence: 72	Francisco	O
Sentence: 72	'ya	O
Sentence: 72	uçmak	O
Sentence: 72	istiyorum	O
Sentence: 72	.	O
Sentence: 73	Hangi	O
Sentence: 73	uçuş	O
Sentence: 73	akşamları	O
Sentence: 73	yirmi	B-DATE
Sentence: 73	yedinci	I-DATE
Sentence: 73	atlanta	B-LOCATION
Sentence: 73	için	O
Sentence: 73	dallas	B-LOCATION
Sentence: 73	bırakır	O
Sentence: 74	çarşamba	B-DATE
Sentence: 74	sabahı	O
Sentence: 74	baltimore	B-LOCATION
Sentence: 74	ile	O
Sentence: 74	newark	B-LOCATION
Sentence: 75	Bana	O
Sentence: 75	dallas	B-LOCATION
Sentence: 75	-	O
Sentence: 75	pittsburgh	B-LOCATION
Sentence: 75	uçuşlarını	O
Sentence: 75	göster	O
Sentence: 76	saat	O
Sentence: 76	23:	B-TIME
Sentence: 76	00	O
Sentence: 76	’	O
Sentence: 76	den	O
Sentence: 76	sonra	O
Sentence: 76	Chicago’da	B-LOCATION
Sentence: 76	continental	B-ORGANIZATION
Sentence: 76	hangi	O
Sentence: 76	uçuşlar	O
Sentence: 76	var	O
Sentence: 76	?	O
Sentence: 77	delta	B-ORGANIZATION
Sentence: 77	boston	B-LOCATION
Sentence: 77	ve	O
Sentence: 77	san	B-LOCATION
Sentence: 77	francisco	I-LOCATION
Sentence: 77	arasındaki	O
Sentence: 77	en	O
Sentence: 77	düşük	O
Sentence: 77	maliyetli	O
Sentence: 77	bilet	O
Sentence: 77	ne	O
Sentence: 77	kadar	O
Sentence: 78	San	B-LOCATION
Sentence: 78	Francisco	O
Sentence: 78	'ya	O
Sentence: 78	gitmek	O
Sentence: 78	istiyorum	O
Sentence: 78	.	O
Sentence: 79	philadelphia	B-LOCATION
Sentence: 79	'ye	O
Sentence: 79	gidiş	O
Sentence: 79	-	O
Sentence: 79	dönüş	O
Sentence: 79	uçak	O
Sentence: 79	bileti	O
Sentence: 79	1000	B-MONEY
Sentence: 79	dolardan	O
Sentence: 79	az	O
Sentence: 80	Herhangi	O
Sentence: 80	bir	O
Sentence: 80	havayolunun	O
Sentence: 80	pittsburgh	B-LOCATION
Sentence: 80	ve	O
Sentence: 80	baltimore	B-LOCATION
Sentence: 80	arasında	O
Sentence: 80	bir	O
Sentence: 80	jet	O
Sentence: 80	uçağı	O
Sentence: 80	var	O
Sentence: 80	mı	O
Sentence: 80	?	O
Sentence: 81	mco	B-CODE
Sentence: 81	nedir	O
Sentence: 82	gelecek	O
Sentence: 82	cumartesi	B-DATE
Sentence: 82	new	B-LOCATION
Sentence: 82	Jersey	O
Sentence: 82	'den	O
Sentence: 82	ontario	B-ORGANIZATION
Sentence: 82	uluslararası	I-ORGANIZATION
Sentence: 82	uçuşlarına	O
Sentence: 82	uçuşları	O
Sentence: 82	göster	O
Sentence: 83	dallas	B-LOCATION
Sentence: 83	fort	I-LOCATION
Sentence: 83	worthsinden	O
Sentence: 83	philadelphia	B-LOCATION
Sentence: 83	'ye	O
Sentence: 83	uçmak	O
Sentence: 83	istiyorum	O
Sentence: 84	Bana	O
Sentence: 84	new	B-LOCATION
Sentence: 84	york	I-LOCATION
Sentence: 84	city	I-LOCATION
Sentence: 84	ile	O
Sentence: 84	las	B-LOCATION
Sentence: 84	vegas	I-LOCATION
Sentence: 84	arasındaki	O
Sentence: 84	uçuşları	O
Sentence: 84	göster	O
Sentence: 85	atlanta	B-ORGANIZATION
Sentence: 85	havaalanından	O
Sentence: 85	atlanta	B-ORGANIZATION
Sentence: 85	şehrine	O
Sentence: 85	gitmek	O
Sentence: 85	ne	O
Sentence: 85	kadar	O
Sentence: 85	sürer	O
Sentence: 85	?	O
Sentence: 86	dallas	B-LOCATION
Sentence: 86	-	O
Sentence: 86	baltimore	B-LOCATION
Sentence: 86	arasında	O
Sentence: 86	tüm	O
Sentence: 86	birinci	O
Sentence: 86	sınıf	O
Sentence: 86	fiyatları	O
Sentence: 86	göster	O
Sentence: 87	San	B-LOCATION
Sentence: 87	Francisco	I-LOCATION
Sentence: 87	ile	O
Sentence: 87	Boston	B-LOCATION
Sentence: 87	arasında	O
Sentence: 87	bir	O
Sentence: 87	yolculuk	O
Sentence: 87	var	O
Sentence: 87	mı	O
Sentence: 87	?	O
Sentence: 88	san	B-LOCATION
Sentence: 88	francisco	I-LOCATION
Sentence: 88	karayolu	O
Sentence: 88	taşıma	O
Sentence: 88	bilgilerini	O
Sentence: 88	göster	O
Sentence: 89	baltimore	B-LOCATION
Sentence: 89	şehrinden	O
Sentence: 89	san	B-LOCATION
Sentence: 89	francisco	I-LOCATION
Sentence: 89	şehrine	O
Sentence: 89	ucuz	O
Sentence: 89	bir	O
Sentence: 89	uçuşa	O
Sentence: 89	ihtiyacı	O
Sentence: 89	var	O
Sentence: 90	oakland	B-LOCATION
Sentence: 90	'e	O
Sentence: 90	kahvaltı	O
Sentence: 90	servis	O
Sentence: 90	eden	O
Sentence: 90	en	O
Sentence: 90	erken	O
Sentence: 90	uçuşu	O
Sentence: 90	bul	O
Sentence: 91	dallas	B-LOCATION
Sentence: 91	'a	I-LOCATION
Sentence: 91	san	I-LOCATION
Sentence: 91	francisco	O
Sentence: 91	'ya	O
Sentence: 91	uçmak	O
Sentence: 91	isterim	O
Sentence: 92	baltimore	B-LOCATION
Sentence: 92	'e	O
Sentence: 92	bütün	O
Sentence: 92	doğrudan	O
Sentence: 92	uçuşları	O
Sentence: 92	göster	O
Sentence: 93	San	B-LOCATION
Sentence: 93	Jose	O
Sentence: 93	'ye	O
Sentence: 93	Son	O
Sentence: 93	Uçuşlar	O
Sentence: 94	New	O
Sentence: 94	York	O
Sentence: 94	'tan	O
Sentence: 94	Pazar	B-DATE
Sentence: 94	'a	O
Sentence: 94	gelen	O
Sentence: 94	Las	B-LOCATION
Sentence: 94	Vegas	O
Sentence: 94	'a	O
Sentence: 94	olan	O
Sentence: 94	uçuşlar	O
Sentence: 94	neler	O
Sentence: 94	?	O
Sentence: 95	united	B-ORGANIZATION
Sentence: 95	havayolları	I-ORGANIZATION
Sentence: 95	washington	B-LOCATION
Sentence: 95	denver	B-LOCATION
Sentence: 95	colorado	B-LOCATION
Sentence: 95	'ye	O
Sentence: 95	uçmak	O
Sentence: 95	istiyorum	O
Sentence: 96	tamam	O
Sentence: 96	dallas	B-LOCATION
Sentence: 96	ve	O
Sentence: 96	baltimore	B-LOCATION
Sentence: 96	arasındaki	O
Sentence: 96	united	B-ORGANIZATION
Sentence: 96	ekonomik	O
Sentence: 96	uçuşları	O
Sentence: 96	görmem	O
Sentence: 96	gerek	O
Sentence: 97	Lütfen	O
Sentence: 97	çarşamba	B-DATE
Sentence: 97	sabah	O
Sentence: 97	kahvaltı	O
Sentence: 97	servisi	O
Sentence: 97	için	O
Sentence: 97	pittsburgh	B-LOCATION
Sentence: 97	-	O
Sentence: 97	atlanta	B-LOCATION
Sentence: 97	uçuşlarını	O
Sentence: 97	göster	O
Sentence: 98	Baltimore	B-LOCATION
Sentence: 98	'dan	O
Sentence: 98	ayrılan	O
Sentence: 98	ve	O
Sentence: 98	atlanta	B-LOCATION
Sentence: 98	'ya	O
Sentence: 98	ulaşan	O
Sentence: 98	uçuşlar	O
Sentence: 98	için	O
Sentence: 98	bilgiye	O
Sentence: 98	ihtiyacım	O
Sentence: 98	var	O
Sentence: 99	san	B-LOCATION
Sentence: 99	francisco	I-LOCATION
Sentence: 99	ile	O
Sentence: 99	pittsburgh	B-LOCATION
Sentence: 99	arasında	O
Sentence: 99	yarın	O
Sentence: 99	saat	B-TIME
Sentence: 99	9	O
Sentence: 99	'	O
Sentence: 99	dan	O
Sentence: 99	önce	O
Sentence: 99	pittsburgh	B-LOCATION
Sentence: 99	'a	O
Sentence: 99	gelen	O
Sentence: 99	tüm	O
Sentence: 99	uçuşları	O
Sentence: 99	göster	O
Sentence: 100	bana	O
Sentence: 100	san	B-LOCATION
Sentence: 100	franciscoya	O
Sentence: 100	kadar	O
Sentence: 100	olan	O
Sentence: 100	ücretleri	O
Sentence: 100	göster	O
Sentence: 101	Lütfen	O
Sentence: 101	bana	O
Sentence: 101	baltimore	B-LOCATION
Sentence: 101	ve	O
